Year,Rank,Title,Artist,Artist_cloud,count,size,genres,popularity,first_year,year_range,range_count
2016,86,I Know What You Did Last Summer,Camila Cabello,Camila~Cabello,9,756,"['dance pop', 'pop', 'post-teen pop']",84,2015,2010-2020,646
2017,41,Bad Things,Camila Cabello,Camila~Cabello,9,756,"['dance pop', 'pop', 'post-teen pop']",84,2015,2010-2020,646
2018,18,Never Be the Same,Camila Cabello,Camila~Cabello,9,756,"['dance pop', 'pop', 'post-teen pop']",84,2015,2010-2020,646
2019,15,Se??orita,Camila Cabello,Camila~Cabello,9,756,"['dance pop', 'pop', 'post-teen pop']",84,2015,2010-2020,646
2020,44,Se??orita,Camila Cabello,Camila~Cabello,9,756,"['dance pop', 'pop', 'post-teen pop']",84,2015,2010-2020,646
2017,96,Havana,Camila Cabello,Camila~Cabello,9,756,"['dance pop', 'pop', 'post-teen pop']",84,2015,2010-2020,646
2018,4,Havana,Camila Cabello,Camila~Cabello,9,756,"['dance pop', 'pop', 'post-teen pop']",84,2015,2010-2020,646
2020,37,My Oh My,Camila Cabello,Camila~Cabello,9,756,"['dance pop', 'pop', 'post-teen pop']",84,2015,2010-2020,646
2022,66,Bam Bam,Camila Cabello,Camila~Cabello,9,756,"['dance pop', 'pop', 'post-teen pop']",84,2015,2010-2020,646
2022,15,Enemy,JID,JID,1,80,"['hip hop', 'rap']",80,2015,2010-2020,646
2016,38,"I Hate U, I Love U",Gnash,Gnash,1,66,['pop'],66,2015,2010-2020,646
2020,98,Said Sum,Moneybagg Yo,Moneybagg~Yo,3,237,"['hip hop', 'memphis hip hop', 'rap', 'southern hip hop', 'tennessee hip hop', 'trap']",79,2015,2010-2020,646
2021,76,Time Today,Moneybagg Yo,Moneybagg~Yo,3,237,"['hip hop', 'memphis hip hop', 'rap', 'southern hip hop', 'tennessee hip hop', 'trap']",79,2015,2010-2020,646
2021,42,Wockesha,Moneybagg Yo,Moneybagg~Yo,3,237,"['hip hop', 'memphis hip hop', 'rap', 'southern hip hop', 'tennessee hip hop', 'trap']",79,2015,2010-2020,646
2022,28,Bad Habit,Steve Lacy,Steve~Lacy,1,85,['afrofuturism'],85,2015,2010-2020,646
2016,65,White Iverson,Post Malone,Post~Malone,15,1350,"['dfw rap', 'melodic rap', 'rap']",90,2015,2010-2020,646
2017,10,Congratulations,Post Malone,Post~Malone,15,1350,"['dfw rap', 'melodic rap', 'rap']",90,2015,2010-2020,646
2017,56,Rockstar,Post Malone,Post~Malone,15,1350,"['dfw rap', 'melodic rap', 'rap']",90,2015,2010-2020,646
2018,13,Better Now,Post Malone,Post~Malone,15,1350,"['dfw rap', 'melodic rap', 'rap']",90,2015,2010-2020,646
2018,39,I Fall Apart,Post Malone,Post~Malone,15,1350,"['dfw rap', 'melodic rap', 'rap']",90,2015,2010-2020,646
2018,6,Psycho,Post Malone,Post~Malone,15,1350,"['dfw rap', 'melodic rap', 'rap']",90,2015,2010-2020,646
2018,5,Rockstar,Post Malone,Post~Malone,15,1350,"['dfw rap', 'melodic rap', 'rap']",90,2015,2010-2020,646
2019,32,Better Now,Post Malone,Post~Malone,15,1350,"['dfw rap', 'melodic rap', 'rap']",90,2015,2010-2020,646
2019,62,Circles,Post Malone,Post~Malone,15,1350,"['dfw rap', 'melodic rap', 'rap']",90,2015,2010-2020,646
2019,30,Goodbyes,Post Malone,Post~Malone,15,1350,"['dfw rap', 'melodic rap', 'rap']",90,2015,2010-2020,646
2019,2,Sunflower,Post Malone,Post~Malone,15,1350,"['dfw rap', 'melodic rap', 'rap']",90,2015,2010-2020,646
2019,5,Wow,Post Malone,Post~Malone,15,1350,"['dfw rap', 'melodic rap', 'rap']",90,2015,2010-2020,646
2020,2,Circles,Post Malone,Post~Malone,15,1350,"['dfw rap', 'melodic rap', 'rap']",90,2015,2010-2020,646
2022,26,I Like You (A Happier Song),Post Malone,Post~Malone,15,1350,"['dfw rap', 'melodic rap', 'rap']",90,2015,2010-2020,646
2022,30,One Right Now,Post Malone,Post~Malone,15,1350,"['dfw rap', 'melodic rap', 'rap']",90,2015,2010-2020,646
2015,40,Locked Away,R. City,R.~City,1,56,[],56,2015,2010-2020,646
2017,72,What Ifs,Kane Brown,Kane~Brown,9,693,"['black americana', 'contemporary country', 'country', 'country road']",77,2015,2010-2020,646
2018,53,Heaven,Kane Brown,Kane~Brown,9,693,"['black americana', 'contemporary country', 'country', 'country road']",77,2015,2010-2020,646
2019,86,Good as You,Kane Brown,Kane~Brown,9,693,"['black americana', 'contemporary country', 'country', 'country road']",77,2015,2010-2020,646
2019,89,One Thing Right,Kane Brown,Kane~Brown,9,693,"['black americana', 'contemporary country', 'country', 'country road']",77,2015,2010-2020,646
2020,88,Be Like That,Kane Brown,Kane~Brown,9,693,"['black americana', 'contemporary country', 'country', 'country road']",77,2015,2010-2020,646
2020,89,Homesick,Kane Brown,Kane~Brown,9,693,"['black americana', 'contemporary country', 'country', 'country road']",77,2015,2010-2020,646
2021,69,Famous Friends,Kane Brown,Kane~Brown,9,693,"['black americana', 'contemporary country', 'country', 'country road']",77,2015,2010-2020,646
2022,85,Like I Love Country Music,Kane Brown,Kane~Brown,9,693,"['black americana', 'contemporary country', 'country', 'country road']",77,2015,2010-2020,646
2022,99,One Mississippi,Kane Brown,Kane~Brown,9,693,"['black americana', 'contemporary country', 'country', 'country road']",77,2015,2010-2020,646
2017,81,Drowning,A Boogie wit da Hoodie,A~Boogie~wit~da~Hoodie,3,255,"['melodic rap', 'rap', 'trap']",85,2015,2010-2020,646
2019,41,Look Back at It,A Boogie wit da Hoodie,A~Boogie~wit~da~Hoodie,3,255,"['melodic rap', 'rap', 'trap']",85,2015,2010-2020,646
2019,82,Swervin,A Boogie wit da Hoodie,A~Boogie~wit~da~Hoodie,3,255,"['melodic rap', 'rap', 'trap']",85,2015,2010-2020,646
2018,7,I Like It,Bad Bunny,Bad~Bunny,12,1200,"['reggaeton', 'trap latino', 'urbano latino']",100,2015,2010-2020,646
2019,69,I Like It,Bad Bunny,Bad~Bunny,12,1200,"['reggaeton', 'trap latino', 'urbano latino']",100,2015,2010-2020,646
2019,44,Mia,Bad Bunny,Bad~Bunny,12,1200,"['reggaeton', 'trap latino', 'urbano latino']",100,2015,2010-2020,646
2021,28,Dakiti,Bad Bunny,Bad~Bunny,12,1200,"['reggaeton', 'trap latino', 'urbano latino']",100,2015,2010-2020,646
2021,83,Yonaguni,Bad Bunny,Bad~Bunny,12,1200,"['reggaeton', 'trap latino', 'urbano latino']",100,2015,2010-2020,646
2022,78,Despu??s de la Playa,Bad Bunny,Bad~Bunny,12,1200,"['reggaeton', 'trap latino', 'urbano latino']",100,2015,2010-2020,646
2022,69,Efecto,Bad Bunny,Bad~Bunny,12,1200,"['reggaeton', 'trap latino', 'urbano latino']",100,2015,2010-2020,646
2022,20,Me Porto Bonito,Bad Bunny,Bad~Bunny,12,1200,"['reggaeton', 'trap latino', 'urbano latino']",100,2015,2010-2020,646
2022,44,Moscow Mule,Bad Bunny,Bad~Bunny,12,1200,"['reggaeton', 'trap latino', 'urbano latino']",100,2015,2010-2020,646
2022,87,Ojitos Lindos,Bad Bunny,Bad~Bunny,12,1200,"['reggaeton', 'trap latino', 'urbano latino']",100,2015,2010-2020,646
2022,77,Party,Bad Bunny,Bad~Bunny,12,1200,"['reggaeton', 'trap latino', 'urbano latino']",100,2015,2010-2020,646
2022,22,Tit?? Me Pregunt??,Bad Bunny,Bad~Bunny,12,1200,"['reggaeton', 'trap latino', 'urbano latino']",100,2015,2010-2020,646
2016,43,One Call Away,Charlie Puth,Charlie~Puth,5,420,"['dance pop', 'pop', 'viral pop']",84,2015,2010-2020,646
2017,22,Attention,Charlie Puth,Charlie~Puth,5,420,"['dance pop', 'pop', 'viral pop']",84,2015,2010-2020,646
2018,65,How Long,Charlie Puth,Charlie~Puth,5,420,"['dance pop', 'pop', 'viral pop']",84,2015,2010-2020,646
2015,75,Marvin Gaye,Charlie Puth,Charlie~Puth,5,420,"['dance pop', 'pop', 'viral pop']",84,2015,2010-2020,646
2016,50,We Don't Talk Anymore,Charlie Puth,Charlie~Puth,5,420,"['dance pop', 'pop', 'viral pop']",84,2015,2010-2020,646
2017,91,No Promises,Cheat Codes ,Cheat~Codes,1,73,"['dance pop', 'edm', 'electro house', 'electropop', 'pop', 'pop dance', 'pop edm', 'post-teen pop', 'tropical house']",73,2015,2010-2020,646
2021,100,Todo de Ti,Rauw Alejandro,Rauw~Alejandro,2,182,"['puerto rican pop', 'trap latino', 'urbano latino']",91,2015,2010-2020,646
2022,77,Party,Rauw Alejandro,Rauw~Alejandro,2,182,"['puerto rican pop', 'trap latino', 'urbano latino']",91,2015,2010-2020,646
2017,99,Look at Me!,XXXTentacion,XXXTentacion,4,356,"['emo rap', 'miami hip hop']",89,2015,2010-2020,646
2018,94,Changes,XXXTentacion,XXXTentacion,4,356,"['emo rap', 'miami hip hop']",89,2015,2010-2020,646
2018,88,Moonlight,XXXTentacion,XXXTentacion,4,356,"['emo rap', 'miami hip hop']",89,2015,2010-2020,646
2018,17,Sad!,XXXTentacion,XXXTentacion,4,356,"['emo rap', 'miami hip hop']",89,2015,2010-2020,646
2021,58,You're Mines Still,Yung Bleu,Yung~Bleu,1,70,"['alabama rap', 'pop rap', 'r&b', 'rap', 'trap']",70,2016,2010-2020,646
2019,84,Baby,DaBaby,DaBaby,4,336,"['north carolina hip hop', 'rap', 'trap']",84,2016,2010-2020,646
2019,24,Suge,DaBaby,DaBaby,4,336,"['north carolina hip hop', 'rap', 'trap']",84,2016,2010-2020,646
2020,29,Bop,DaBaby,DaBaby,4,336,"['north carolina hip hop', 'rap', 'trap']",84,2016,2010-2020,646
2020,5,Rockstar,DaBaby,DaBaby,4,336,"['north carolina hip hop', 'rap', 'trap']",84,2016,2010-2020,646
2017,61,Rolex,Ayo & Teo,Ayo~&~Teo,1,59,"['social media pop', 'trap', 'viral rap']",59,2016,2010-2020,646
2018,21,Mine,Bazzi,Bazzi,2,148,"['dance pop', 'electropop', 'pop']",74,2016,2010-2020,646
2019,95,Beautiful,Bazzi,Bazzi,2,148,"['dance pop', 'electropop', 'pop']",74,2016,2010-2020,646
2022,52,Glimpse of Us,Joji,Joji,1,86,['viral pop'],86,2016,2010-2020,646
2021,13,Deja Vu,Olivia Rodrigo,Olivia~Rodrigo,5,430,['pop'],86,2016,2010-2020,646
2021,8,Drivers License,Olivia Rodrigo,Olivia~Rodrigo,5,430,['pop'],86,2016,2010-2020,646
2021,5,Good 4 U,Olivia Rodrigo,Olivia~Rodrigo,5,430,['pop'],86,2016,2010-2020,646
2021,38,Traitor,Olivia Rodrigo,Olivia~Rodrigo,5,430,['pop'],86,2016,2010-2020,646
2022,31,Good 4 U,Olivia Rodrigo,Olivia~Rodrigo,5,430,['pop'],86,2016,2010-2020,646
2019,54,Be Alright,Dean Lewis,Dean~Lewis,1,80,"['australian pop', 'pop']",80,2016,2010-2020,646
2017,32,Slow Hands,Niall Horan,Niall~Horan,1,80,"['dance pop', 'pop', 'post-teen pop']",80,2016,2010-2020,646
2017,60,Caroline,Amine,Amine,1,70,"['hip hop', 'pop', 'portland hip hop', 'rap']",70,2016,2010-2020,646
2017,21,Location,Khalid,Khalid,10,880,"['pop', 'pop r&b']",88,2016,2010-2020,646
2017,78,Young Dumb & Broke,Khalid,Khalid,10,880,"['pop', 'pop r&b']",88,2016,2010-2020,646
2018,77,Eastside,Khalid,Khalid,10,880,"['pop', 'pop r&b']",88,2016,2010-2020,646
2018,19,Love Lies,Khalid,Khalid,10,880,"['pop', 'pop r&b']",88,2016,2010-2020,646
2018,67,Young Dumb & Broke,Khalid,Khalid,10,880,"['pop', 'pop r&b']",88,2016,2010-2020,646
2019,20,Better,Khalid,Khalid,10,880,"['pop', 'pop r&b']",88,2016,2010-2020,646
2019,17,Eastside,Khalid,Khalid,10,880,"['pop', 'pop r&b']",88,2016,2010-2020,646
2019,88,Love Lies,Khalid,Khalid,10,880,"['pop', 'pop r&b']",88,2016,2010-2020,646
2019,8,Talk,Khalid,Khalid,10,880,"['pop', 'pop r&b']",88,2016,2010-2020,646
2020,88,Be Like That,Khalid,Khalid,10,880,"['pop', 'pop r&b']",88,2016,2010-2020,646
2022,55,Love Nwantiti (Ah Ah Ah),CKay,CKay,1,74,['afro r&b'],74,2016,2010-2020,646
2013,41,Fuckin' Problems,ASAP,ASAP,2,74,"['christian hip hop', 'christian trap']",37,2016,2010-2020,646
2018,74,Plain Jane,ASAP,ASAP,2,74,"['christian hip hop', 'christian trap']",37,2016,2010-2020,646
2019,4,Bad Guy,Billie Eilish,Billie~Eilish,7,630,"['art pop', 'electropop', 'pop']",90,2016,2010-2020,646
2019,73,Bury a Friend,Billie Eilish,Billie~Eilish,7,630,"['art pop', 'electropop', 'pop']",90,2016,2010-2020,646
2019,67,When the Party's Over,Billie Eilish,Billie~Eilish,7,630,"['art pop', 'electropop', 'pop']",90,2016,2010-2020,646
2020,46,Bad Guy,Billie Eilish,Billie~Eilish,7,630,"['art pop', 'electropop', 'pop']",90,2016,2010-2020,646
2020,18,Everything I Wanted,Billie Eilish,Billie~Eilish,7,630,"['art pop', 'electropop', 'pop']",90,2016,2010-2020,646
2021,94,Happier Than Ever,Billie Eilish,Billie~Eilish,7,630,"['art pop', 'electropop', 'pop']",90,2016,2010-2020,646
2021,25,Therefore I Am,Billie Eilish,Billie~Eilish,7,630,"['art pop', 'electropop', 'pop']",90,2016,2010-2020,646
2021,96,Things a Man Oughta Know,Lainey Wilson,Lainey~Wilson,2,148,['contemporary country'],74,2016,2010-2020,646
2022,92,Never Say Never,Lainey Wilson,Lainey~Wilson,2,148,['contemporary country'],74,2016,2010-2020,646
2016,6,Panda,Desiigner,Desiigner,2,132,"['pop rap', 'rap', 'trap', 'underground hip hop', 'viral trap']",66,2016,2010-2020,646
2016,98,Tiimmy Turner,Desiigner,Desiigner,2,132,"['pop rap', 'rap', 'trap', 'underground hip hop', 'viral trap']",66,2016,2010-2020,646
2018,15,Boo'd Up,Ella Mai,Ella~Mai,3,219,"['dance pop', 'pop', 'r&b', 'rap', 'uk contemporary r&b', 'urban contemporary']",73,2016,2010-2020,646
2018,92,Trip,Ella Mai,Ella~Mai,3,219,"['dance pop', 'pop', 'r&b', 'rap', 'uk contemporary r&b', 'urban contemporary']",73,2016,2010-2020,646
2019,80,Trip,Ella Mai,Ella~Mai,3,219,"['dance pop', 'pop', 'r&b', 'rap', 'uk contemporary r&b', 'urban contemporary']",73,2016,2010-2020,646
2016,22,Pillowtalk,Zayn,Zayn,2,156,"['dance pop', 'pop', 'post-teen pop', 'uk pop']",78,2016,2010-2020,646
2017,26,I Don't Wanna Live Forever,Zayn,Zayn,2,156,"['dance pop', 'pop', 'post-teen pop', 'uk pop']",78,2016,2010-2020,646
2016,18,Cake by the Ocean,DNCE,DNCE,1,72,"['dance pop', 'pop', 'post-teen pop']",72,2016,2010-2020,646
2017,76,Hurricane,Luke Combs,Luke~Combs,11,935,"['contemporary country', 'country']",85,2016,2010-2020,646
2018,96,One Number Away,Luke Combs,Luke~Combs,11,935,"['contemporary country', 'country']",85,2016,2010-2020,646
2019,46,Beautiful Crazy,Luke Combs,Luke~Combs,11,935,"['contemporary country', 'country']",85,2016,2010-2020,646
2019,63,Beer Never Broke My Heart,Luke Combs,Luke~Combs,11,935,"['contemporary country', 'country']",85,2016,2010-2020,646
2020,93,Does to Me,Luke Combs,Luke~Combs,11,935,"['contemporary country', 'country']",85,2016,2010-2020,646
2020,85,Even Though I'm Leaving,Luke Combs,Luke~Combs,11,935,"['contemporary country', 'country']",85,2016,2010-2020,646
2020,97,Lovin' on You,Luke Combs,Luke~Combs,11,935,"['contemporary country', 'country']",85,2016,2010-2020,646
2021,57,Better Together,Luke Combs,Luke~Combs,11,935,"['contemporary country', 'country']",85,2016,2010-2020,646
2021,18,Forever After All,Luke Combs,Luke~Combs,11,935,"['contemporary country', 'country']",85,2016,2010-2020,646
2022,71,Doin' This,Luke Combs,Luke~Combs,11,935,"['contemporary country', 'country']",85,2016,2010-2020,646
2022,36,The Kind of Love We Make,Luke Combs,Luke~Combs,11,935,"['contemporary country', 'country']",85,2016,2010-2020,646
2016,48,Don't Mind,Kent Jones,Kent~Jones,1,52,"['miami hip hop', 'viral trap']",52,2016,2010-2020,646
2018,35,I Like Me Better,Lauv,Lauv,1,79,['pop'],79,2016,2010-2020,646
2018,44,Gucci Gang,Lil Pump,Lil~Pump,1,69,"['emo rap', 'miami hip hop', 'rap', 'trap', 'vapor trap', 'viral rap']",69,2016,2010-2020,646
2019,70,Trampoline,Shaed,Shaed,2,124,"['electropop', 'pop']",62,2016,2010-2020,646
2020,53,Trampoline,Shaed,Shaed,2,124,"['electropop', 'pop']",62,2016,2010-2020,646
2012,74,Let Me Love You (Until You Learn to Love Yourself),Ne-Yo,Ne-Yo,4,344,"['baton rouge rap', 'trap']",86,2016,2010-2020,646
2013,86,Let Me Love You (Until You Learn to Love Yourself),Ne-Yo,Ne-Yo,4,344,"['baton rouge rap', 'trap']",86,2016,2010-2020,646
2015,97,She Knows,Ne-Yo,Ne-Yo,4,344,"['baton rouge rap', 'trap']",86,2016,2010-2020,646
2015,39,Time of Our Lives,Ne-Yo,Ne-Yo,4,344,"['baton rouge rap', 'trap']",86,2016,2010-2020,646
2018,91,Outside Today,YoungBoy Never Broke Again,YoungBoy~Never~Broke~Again,2,172,"['baton rouge rap', 'trap']",86,2016,2010-2020,646
2020,63,Bandit,YoungBoy Never Broke Again,YoungBoy~Never~Broke~Again,2,172,"['baton rouge rap', 'trap']",86,2016,2010-2020,646
2020,84,Supalonely,Benee,Benee,1,70,"['alt z', 'nz pop', 'pop']",70,2017,2010-2020,646
2019,68,Act Up,City Girls,City~Girls,1,69,"['dance pop', 'pop', 'r&b', 'rap', 'scam rap', 'trap queen']",69,2017,2010-2020,646
2021,37,You Broke Me First,Tate McRae,Tate~McRae,2,166,['pop'],83,2017,2010-2020,646
2022,94,She's All I Wanna Be,Tate McRae,Tate~McRae,2,166,['pop'],83,2017,2010-2020,646
2019,47,Thotiana,Blueface,Blueface,1,71,"['cali rap', 'trap']",71,2017,2010-2020,646
2021,66,Beggin',Maneskin,Maneskin,1,85,"['indie rock italiano', 'italian pop']",85,2017,2010-2020,646
2022,29,Sunroof,Dazy,Dazy,1,73,[],73,2017,2010-2020,646
2020,51,Heart on Ice,Rod Wave,Rod~Wave,3,243,['florida rap'],81,2017,2010-2020,646
2020,90,Rags2Riches,Rod Wave,Rod~Wave,3,243,['florida rap'],81,2017,2010-2020,646
2021,98,Tombstone,Rod Wave,Rod~Wave,3,243,['florida rap'],81,2017,2010-2020,646
2019,66,Murder on My Mind,YNW Melly,YNW~Melly,2,150,"['melodic rap', 'trap', 'viral rap']",75,2017,2010-2020,646
2020,75,Suicidal,YNW Melly,YNW~Melly,2,150,"['melodic rap', 'trap', 'viral rap']",75,2017,2010-2020,646
2018,23,Look Alive,BlocBoy JB ,BlocBoy~JB,1,63,"['memphis hip hop', 'pop rap', 'rap', 'southern hip hop', 'tennessee hip hop', 'trap', 'vapor trap', 'viral rap']",63,2017,2010-2020,646
2020,61,Sunday Best,Surfaces,Surfaces,1,71,"['bedroom soul', 'pop']",71,2017,2010-2020,646
2020,57,We Paid,42 Dugg,42~Dugg,1,74,"['detroit trap', 'rap', 'southern hip hop', 'trap']",74,2017,2010-2020,646
2022,97,To the Moon,Sam Tompkins,Sam~Tompkins,1,63,[],63,2017,2010-2020,646
2019,23,Sweet but Psycho,Ava Max,Ava~Max,2,168,"['dance pop', 'pop']",84,2017,2010-2020,646
2021,73,Kings & Queens,Ava Max,Ava~Max,2,168,"['dance pop', 'pop']",84,2017,2010-2020,646
2018,66,Lights Down Low,Max,Max,1,84,"['dance pop', 'pop']",84,2017,2010-2020,646
2022,98,Unholy,Kim Petras,Kim~Petras,1,83,"['dance pop', 'electropop', 'pop', 'post-teen pop', 'transpop']",83,2017,2010-2020,646
2020,22,Falling,Trevor Daniel,Trevor~Daniel,1,69,"['melodic rap', 'pop', 'pop rap', 'viral rap']",69,2017,2010-2020,646
2021,93,Put Your Records On,Ritt Momney,Ritt~Momney,1,61,"['bedroom pop', 'indie pop']",61,2017,2010-2020,646
2019,71,Leave Me Alone,Flipp Dinero,Flipp~Dinero,1,62,"['melodic rap', 'pop rap', 'rap', 'trap', 'underground hip hop', 'vapor trap', 'viral rap']",62,2017,2010-2020,646
2019,27,Someone You Loved,Lewis Capaldi,Lewis~Capaldi,3,252,"['pop', 'uk pop']",84,2017,2010-2020,646
2020,21,Before You Go,Lewis Capaldi,Lewis~Capaldi,3,252,"['pop', 'uk pop']",84,2017,2010-2020,646
2020,10,Someone You Loved,Lewis Capaldi,Lewis~Capaldi,3,252,"['pop', 'uk pop']",84,2017,2010-2020,646
2017,87,Sign of the Times,Harry Styles,Harry~Styles,5,460,['pop'],92,2017,2010-2020,646
2020,6,Adore You,Harry Styles,Harry~Styles,5,460,['pop'],92,2017,2010-2020,646
2020,20,Watermelon Sugar,Harry Styles,Harry~Styles,5,460,['pop'],92,2017,2010-2020,646
2022,2,As It Was,Harry Styles,Harry~Styles,5,460,['pop'],92,2017,2010-2020,646
2022,25,Late Night Talking,Harry Styles,Harry~Styles,5,460,['pop'],92,2017,2010-2020,646
2022,32,Numb Little Bug,Em Beihold,Em~Beihold,1,79,"['alt z', 'gen z singer-songwriter']",79,2017,2010-2020,646
2022,24,We Don't Talk About Bruno,Carolina Gaitan,Carolina~Gaitan,2,126,['latin viral pop'],63,2017,2010-2020,646
2022,24,We Don't Talk About Bruno,Carolina Gaitan,Carolina~Gaitan,2,126,['latin viral pop'],63,2017,2010-2020,646
2020,56,If the World Was Ending,JP Saxe,JP~Saxe,1,70,"['alt z', 'canadian contemporary r&b', 'pop']",70,2017,2010-2020,646
2021,61,Chasing After You,Ryan Hurd,Ryan~Hurd,1,62,"['contemporary country', 'country', 'country pop', 'country road']",62,2017,2010-2020,646
2018,31,Fefe,6ix9ine,6ix9ine,2,148,"['emo rap', 'rap', 'trap']",74,2017,2010-2020,646
2018,56,Gummo,6ix9ine,6ix9ine,2,148,"['emo rap', 'rap', 'trap']",74,2017,2010-2020,646
2020,40,High Fashion,Roddy Ricch,Roddy~Ricch,3,246,"['melodic rap', 'rap', 'trap']",82,2017,2010-2020,646
2020,3,The Box,Roddy Ricch,Roddy~Ricch,3,246,"['melodic rap', 'rap', 'trap']",82,2017,2010-2020,646
2021,72,Late at Night,Roddy Ricch,Roddy~Ricch,3,246,"['melodic rap', 'rap', 'trap']",82,2017,2010-2020,646
2019,59,Envy Me,Calboy,Calboy,1,60,"['chicago rap', 'melodic rap', 'pop rap', 'rap', 'trap', 'vapor trap', 'viral rap']",60,2017,2010-2020,646
2021,82,Arcade,Duncan Laurence,Duncan~Laurence,1,70,['dutch pop'],70,2017,2010-2020,646
2017,57,In Case You Didn't Know,Brett Young,Brett~Young,2,142,"['contemporary country', 'country', 'country road']",71,2017,2010-2020,646
2018,95,Mercy,Brett Young,Brett~Young,2,142,"['contemporary country', 'country', 'country road']",71,2017,2010-2020,646
2022,49,Buy Dirt,Jordan Davis,Jordan~Davis,1,76,"['contemporary country', 'country', 'country road']",76,2017,2010-2020,646
2018,81,Te Bot??,Casper Magico,Casper~Magico,1,71,"['latin hip hop', 'reggaeton', 'reggaeton flow', 'trap latino', 'urbano latino']",71,2017,2010-2020,646
2018,25,Yes Indeed,Lil Baby,Lil~Baby,11,1001,"['atl hip hop', 'atl trap', 'rap', 'trap']",91,2017,2010-2020,646
2019,84,Baby,Lil Baby,Lil~Baby,11,1001,"['atl hip hop', 'atl trap', 'rap', 'trap']",91,2017,2010-2020,646
2019,74,Close Friends,Lil Baby,Lil~Baby,11,1001,"['atl hip hop', 'atl trap', 'rap', 'trap']",91,2017,2010-2020,646
2019,26,Drip Too Hard,Lil Baby,Lil~Baby,11,1001,"['atl hip hop', 'atl trap', 'rap', 'trap']",91,2017,2010-2020,646
2020,74,Emotionally Scarred,Lil Baby,Lil~Baby,11,1001,"['atl hip hop', 'atl trap', 'rap', 'trap']",91,2017,2010-2020,646
2020,79,Sum 2 Prove,Lil Baby,Lil~Baby,11,1001,"['atl hip hop', 'atl trap', 'rap', 'trap']",91,2017,2010-2020,646
2020,76,The Bigger Picture,Lil Baby,Lil~Baby,11,1001,"['atl hip hop', 'atl trap', 'rap', 'trap']",91,2017,2010-2020,646
2020,57,We Paid,Lil Baby,Lil~Baby,11,1001,"['atl hip hop', 'atl trap', 'rap', 'trap']",91,2017,2010-2020,646
2020,42,Woah,Lil Baby,Lil~Baby,11,1001,"['atl hip hop', 'atl trap', 'rap', 'trap']",91,2017,2010-2020,646
2021,36,On Me,Lil Baby,Lil~Baby,11,1001,"['atl hip hop', 'atl trap', 'rap', 'trap']",91,2017,2010-2020,646
2022,43,In a Minute,Lil Baby,Lil~Baby,11,1001,"['atl hip hop', 'atl trap', 'rap', 'trap']",91,2017,2010-2020,646
2014,7,Rude,Magic!,Magic!,1,71,"['latin hip hop', 'reggaeton', 'reggaeton flow', 'trap latino', 'urbano latino']",71,2017,2010-2020,646
2021,20,Astronaut in the Ocean,Masked Wolf,Masked~Wolf,1,69,['australian hip hop'],69,2018,2010-2020,646
2021,33,Calling My Phone,Lil Tjay,Lil~Tjay,1,83,"['brooklyn drill', 'melodic rap', 'nyc rap']",83,2018,2010-2020,646
2022,97,To the Moon,Jnr Choi,Jnr~Choi,1,61,['gambian hip hop'],61,2018,2010-2020,646
2017,63,Juju on That Beat (TZ Anthem),Zay Hilfigerrr & Zayion McCall,Zay~Hilfigerrr~&~Zayion~McCall,1,31,[],31,2018,2010-2020,646
2021,51,Lemonade,Internet Money,Internet~Money,1,73,"['pop rap', 'rap', 'trap', 'viral rap']",73,2018,2010-2020,646
2021,31,Heartbreak Anniversary,Giveon,Giveon,1,82,"['pop', 'r&b']",82,2018,2010-2020,646
2021,28,Dakiti,Jhay Cortez,Jhay~Cortez,1,62,"['reggaeton', 'trap latino']",62,2018,2010-2020,646
2020,27,Blueberry Faygo,Lil Mosey,Lil~Mosey,1,72,"['melodic rap', 'rap', 'rap conscient', 'trap', 'vapor trap', 'viral rap']",72,2018,2010-2020,646
2019,98,Boyfriend,Social House,Social~House,1,67,['pop'],67,2018,2010-2020,646
2018,12,Lucid Dreams,Juice Wrld,Juice~Wrld,6,552,"['chicago rap', 'melodic rap']",92,2018,2010-2020,646
2019,48,Lucid Dreams,Juice Wrld,Juice~Wrld,6,552,"['chicago rap', 'melodic rap']",92,2018,2010-2020,646
2019,100,Robbery,Juice Wrld,Juice~Wrld,6,552,"['chicago rap', 'melodic rap']",92,2018,2010-2020,646
2020,63,Bandit,Juice Wrld,Juice~Wrld,6,552,"['chicago rap', 'melodic rap']",92,2018,2010-2020,646
2020,54,Come & Go,Juice Wrld,Juice~Wrld,6,552,"['chicago rap', 'melodic rap']",92,2018,2010-2020,646
2020,92,Wishing Well,Juice Wrld,Juice~Wrld,6,552,"['chicago rap', 'melodic rap']",92,2018,2010-2020,646
2020,47,Mood,24kGoldn,24kGoldn,2,150,"['cali rap', 'pop', 'pop rap', 'rap']",75,2018,2010-2020,646
2021,4,Mood,24kGoldn,24kGoldn,2,150,"['cali rap', 'pop', 'pop rap', 'rap']",75,2018,2010-2020,646
2021,79,No More Parties,Coi Leray ,Coi~Leray,1,79,"['new jersey underground rap', 'rap', 'trap queen', 'viral rap']",79,2018,2010-2020,646
2019,49,Mo Bamba,Sheck Wes,Sheck~Wes,1,68,"['rap', 'trap', 'vapor trap', 'viral rap']",68,2018,2010-2020,646
2019,77,Worth It,YK Osiris,YK~Osiris,1,59,"['melodic rap', 'pop r&b', 'viral rap']",59,2018,2010-2020,646
